Cycle; TotalWork; QueueSize; WIP; TotalTeams; BusyTeams;
7550;10000;2799;2;10;2;
7551;10000;2798;1;10;1;
7552;10000;2797;2;10;2;
7553;10000;2796;1;10;1;
7554;10000;2795;1;10;1;
7555;10000;2794;2;10;2;
7556;10000;2793;1;10;1;
7557;10000;2792;2;10;2;
7558;10000;2792;1;10;1;
7559;10000;2791;1;10;1;
7560;10000;2790;1;10;1;
7561;10000;2789;2;10;2;
7562;10000;2788;2;10;2;
7563;10000;2787;2;10;2;
7564;10000;2786;1;10;1;
7565;10000;2785;2;10;2;
7566;10000;2784;2;10;2;
7567;10000;2783;2;10;2;
7568;10000;2783;1;10;1;
7569;10000;2782;1;10;1;
7570;10000;2781;2;10;2;
7571;10000;2780;1;10;1;
7572;10000;2779;2;10;2;
7573;10000;2778;2;10;2;
7574;10000;2777;2;10;2;
7575;10000;2776;2;10;2;
7576;10000;2775;2;10;2;
7577;10000;2774;1;10;1;
7578;10000;2773;2;10;2;
7579;10000;2772;1;10;1;
7580;10000;2771;2;10;2;
7581;10000;2770;1;10;1;
7582;10000;2769;1;10;1;
7583;10000;2768;2;10;2;
7584;10000;2767;1;10;1;
7585;10000;2766;2;10;2;
7586;10000;2765;2;10;2;
7587;10000;2764;1;10;1;
7588;10000;2764;1;10;1;
7589;10000;2763;1;10;1;
7590;10000;2762;2;10;2;
7591;10000;2761;1;10;1;
7592;10000;2761;1;10;1;
7593;10000;2760;1;10;1;
7594;10000;2759;2;10;2;
7595;10000;2758;1;10;1;
7596;10000;2757;2;10;2;
7597;10000;2756;2;10;2;
7598;10000;2755;1;10;1;
7599;10000;2754;1;10;1;
7600;10000;2753;2;10;2;
7601;10000;2753;1;10;1;
7602;10000;2752;1;10;1;
7603;10000;2751;1;10;1;
7604;10000;2750;1;10;1;
7605;10000;2749;1;10;1;
7606;10000;2748;1;10;1;
7607;10000;2747;2;10;2;
7608;10000;2746;1;10;1;
7609;10000;2745;1;10;1;
7610;10000;2744;2;10;2;
7611;10000;2743;1;10;1;
7612;10000;2742;2;10;2;
7613;10000;2741;1;10;1;
7614;10000;2740;1;10;1;
7615;10000;2739;1;10;1;
7616;10000;2738;1;10;1;
7617;10000;2737;2;10;2;
7618;10000;2736;2;10;2;
7619;10000;2735;1;10;1;
7620;10000;2734;1;10;1;
7621;10000;2733;2;10;2;
7622;10000;2732;1;10;1;
7623;10000;2731;2;10;2;
7624;10000;2730;2;10;2;
7625;10000;2729;1;10;1;
7626;10000;2728;1;10;1;
7627;10000;2727;2;10;2;
7628;10000;2726;2;10;2;
7629;10000;2725;1;10;1;
7630;10000;2724;1;10;1;
7631;10000;2723;1;10;1;
7632;10000;2722;2;10;2;
7633;10000;2721;2;10;2;
7634;10000;2720;2;10;2;
7635;10000;2719;2;10;2;
7636;10000;2718;2;10;2;
7637;10000;2717;1;10;1;
7638;10000;2717;1;10;1;
7639;10000;2716;1;10;1;
7640;10000;2715;2;10;2;
7641;10000;2714;1;10;1;
7642;10000;2713;2;10;2;
7643;10000;2712;1;10;1;
7644;10000;2711;2;10;2;
7645;10000;2710;2;10;2;
7646;10000;2710;1;10;1;
7647;10000;2709;1;10;1;
7648;10000;2708;1;10;1;
7649;10000;2707;2;10;2;
7650;10000;2706;1;10;1;
7651;10000;2705;1;10;1;
7652;10000;2704;2;10;2;
7653;10000;2703;2;10;2;
7654;10000;2702;2;10;2;
7655;10000;2701;2;10;2;
7656;10000;2700;1;10;1;
7657;10000;2699;1;10;1;
7658;10000;2699;1;10;1;
7659;10000;2698;1;10;1;
7660;10000;2697;1;10;1;
7661;10000;2696;1;10;1;
7662;10000;2695;2;10;2;
7663;10000;2694;2;10;2;
7664;10000;2693;2;10;2;
7665;10000;2692;2;10;2;
7666;10000;2691;1;10;1;
7667;10000;2690;1;10;1;
7668;10000;2689;1;10;1;
7669;10000;2688;2;10;2;
7670;10000;2687;1;10;1;
7671;10000;2686;1;10;1;
7672;10000;2685;1;10;1;
7673;10000;2684;2;10;2;
7674;10000;2683;2;10;2;
7675;10000;2682;2;10;2;
7676;10000;2681;2;10;2;
7677;10000;2680;1;10;1;
7678;10000;2679;2;10;2;
7679;10000;2678;2;10;2;
7680;10000;2677;1;10;1;
7681;10000;2676;2;10;2;
7682;10000;2675;2;10;2;
7683;10000;2674;1;10;1;
7684;10000;2673;2;10;2;
7685;10000;2672;2;10;2;
7686;10000;2671;1;10;1;
7687;10000;2670;2;10;2;
7688;10000;2669;2;10;2;
7689;10000;2668;1;10;1;
7690;10000;2667;1;10;1;
7691;10000;2666;1;10;1;
7692;10000;2665;1;10;1;
7693;10000;2664;2;10;2;
7694;10000;2663;1;10;1;
7695;10000;2662;2;10;2;
7696;10000;2661;1;10;1;
7697;10000;2660;1;10;1;
7698;10000;2659;1;10;1;
7699;10000;2658;2;10;2;
7700;10000;2657;2;10;2;
7701;10000;2656;1;10;1;
7702;10000;2655;1;10;1;
7703;10000;2654;1;10;1;
7704;10000;2653;1;10;1;
7705;10000;2652;1;10;1;
7706;10000;2651;1;10;1;
7707;10000;2650;1;10;1;
7708;10000;2649;2;10;2;
7709;10000;2648;1;10;1;
7710;10000;2647;2;10;2;
7711;10000;2646;1;10;1;
7712;10000;2645;2;10;2;
7713;10000;2644;1;10;1;
7714;10000;2643;2;10;2;
7715;10000;2642;2;10;2;
7716;10000;2641;2;10;2;
7717;10000;2640;2;10;2;
7718;10000;2639;2;10;2;
7719;10000;2638;2;10;2;
7720;10000;2637;2;10;2;
7721;10000;2636;1;10;1;
7722;10000;2635;2;10;2;
7723;10000;2634;2;10;2;
7724;10000;2633;1;10;1;
7725;10000;2632;1;10;1;
7726;10000;2631;1;10;1;
7727;10000;2630;1;10;1;
7728;10000;2629;2;10;2;
7729;10000;2628;1;10;1;
7730;10000;2627;1;10;1;
7731;10000;2626;1;10;1;
7732;10000;2625;2;10;2;
7733;10000;2624;2;10;2;
7734;10000;2623;2;10;2;
7735;10000;2622;1;10;1;
7736;10000;2622;1;10;1;
7737;10000;2621;1;10;1;
7738;10000;2620;2;10;2;
7739;10000;2619;1;10;1;
7740;10000;2618;1;10;1;
7741;10000;2617;2;10;2;
7742;10000;2616;1;10;1;
7743;10000;2615;1;10;1;
7744;10000;2614;1;10;1;
7745;10000;2613;1;10;1;
7746;10000;2612;1;10;1;
7747;10000;2611;1;10;1;
7748;10000;2610;1;10;1;
7749;10000;2609;1;10;1;
7750;10000;2608;1;10;1;
7751;10000;2607;1;10;1;
7752;10000;2606;2;10;2;
7753;10000;2605;2;10;2;
7754;10000;2604;2;10;2;
7755;10000;2603;1;10;1;
7756;10000;2602;1;10;1;
7757;10000;2601;2;10;2;
7758;10000;2600;2;10;2;
7759;10000;2599;1;10;1;
7760;10000;2598;1;10;1;
7761;10000;2597;2;10;2;
7762;10000;2596;2;10;2;
7763;10000;2595;1;10;1;
7764;10000;2594;1;10;1;
7765;10000;2593;1;10;1;
7766;10000;2592;2;10;2;
7767;10000;2591;2;10;2;
7768;10000;2590;1;10;1;
7769;10000;2589;2;10;2;
7770;10000;2588;1;10;1;
7771;10000;2587;1;10;1;
7772;10000;2586;1;10;1;
7773;10000;2585;2;10;2;
7774;10000;2584;1;10;1;
7775;10000;2583;2;10;2;
7776;10000;2582;1;10;1;
7777;10000;2581;1;10;1;
7778;10000;2580;2;10;2;
7779;10000;2579;2;10;2;
7780;10000;2578;2;10;2;
7781;10000;2577;1;10;1;
7782;10000;2576;1;10;1;
7783;10000;2575;2;10;2;
7784;10000;2574;2;10;2;
7785;10000;2573;2;10;2;
7786;10000;2572;1;10;1;
7787;10000;2571;2;10;2;
7788;10000;2570;2;10;2;
7789;10000;2569;1;10;1;
7790;10000;2568;1;10;1;
7791;10000;2567;1;10;1;
7792;10000;2566;1;10;1;
7793;10000;2565;1;10;1;
7794;10000;2564;2;10;2;
7795;10000;2563;2;10;2;
7796;10000;2562;2;10;2;
7797;10000;2561;2;10;2;
7798;10000;2560;1;10;1;
7799;10000;2559;1;10;1;
7800;10000;2558;1;10;1;
7801;10000;2557;2;10;2;
7802;10000;2556;2;10;2;
7803;10000;2555;1;10;1;
7804;10000;2554;1;10;1;
7805;10000;2553;2;10;2;
7806;10000;2552;2;10;2;
7807;10000;2552;1;10;1;
7808;10000;2551;1;10;1;
7809;10000;2551;1;10;1;
7810;10000;2550;1;10;1;
7811;10000;2549;1;10;1;
7812;10000;2548;2;10;2;
7813;10000;2547;1;10;1;
7814;10000;2546;2;10;2;
7815;10000;2545;2;10;2;
7816;10000;2544;1;10;1;
7817;10000;2543;1;10;1;
7818;10000;2542;1;10;1;
7819;10000;2541;2;10;2;
7820;10000;2540;2;10;2;
7821;10000;2539;1;10;1;
7822;10000;2538;2;10;2;
7823;10000;2537;1;10;1;
7824;10000;2536;2;10;2;
7825;10000;2535;1;10;1;
7826;10000;2534;1;10;1;
7827;10000;2533;1;10;1;
7828;10000;2532;1;10;1;
7829;10000;2532;1;10;1;
7830;10000;2531;1;10;1;
7831;10000;2530;1;10;1;
7832;10000;2529;1;10;1;
7833;10000;2528;1;10;1;
7834;10000;2527;1;10;1;
7835;10000;2526;2;10;2;
7836;10000;2525;2;10;2;
7837;10000;2524;2;10;2;
7838;10000;2523;1;10;1;
7839;10000;2522;1;10;1;
7840;10000;2521;1;10;1;
7841;10000;2520;1;10;1;
7842;10000;2519;1;10;1;
7843;10000;2518;2;10;2;
7844;10000;2517;1;10;1;
7845;10000;2516;2;10;2;
7846;10000;2515;1;10;1;
7847;10000;2514;1;10;1;
7848;10000;2513;1;10;1;
7849;10000;2512;2;10;2;
7850;10000;2511;2;10;2;
7851;10000;2511;1;10;1;
7852;10000;2510;1;10;1;
7853;10000;2509;1;10;1;
7854;10000;2508;1;10;1;
7855;10000;2507;1;10;1;
7856;10000;2506;2;10;2;
7857;10000;2505;1;10;1;
7858;10000;2504;1;10;1;
7859;10000;2503;1;10;1;
7860;10000;2502;2;10;2;
7861;10000;2501;2;10;2;
7862;10000;2500;1;10;1;
7863;10000;2499;1;10;1;
7864;10000;2498;1;10;1;
7865;10000;2497;2;10;2;
7866;10000;2496;2;10;2;
7867;10000;2495;1;10;1;
7868;10000;2494;1;10;1;
7869;10000;2493;2;10;2;
7870;10000;2492;1;10;1;
7871;10000;2491;2;10;2;
7872;10000;2490;2;10;2;
7873;10000;2489;2;10;2;
7874;10000;2488;1;10;1;
7875;10000;2487;2;10;2;
7876;10000;2486;1;10;1;
7877;10000;2485;2;10;2;
7878;10000;2484;2;10;2;
7879;10000;2483;2;10;2;
7880;10000;2482;2;10;2;
7881;10000;2481;2;10;2;
7882;10000;2480;1;10;1;
7883;10000;2479;2;10;2;
7884;10000;2478;1;10;1;
7885;10000;2477;1;10;1;
7886;10000;2476;2;10;2;
7887;10000;2475;2;10;2;
7888;10000;2474;2;10;2;
7889;10000;2473;1;10;1;
7890;10000;2472;1;10;1;
7891;10000;2471;1;10;1;
7892;10000;2471;1;10;1;
7893;10000;2470;1;10;1;
7894;10000;2469;1;10;1;
7895;10000;2468;1;10;1;
7896;10000;2467;1;10;1;
7897;10000;2466;2;10;2;
7898;10000;2465;2;10;2;
7899;10000;2464;1;10;1;
7900;10000;2463;1;10;1;
7901;10000;2462;2;10;2;
7902;10000;2461;2;10;2;
7903;10000;2460;1;10;1;
7904;10000;2459;2;10;2;
7905;10000;2458;2;10;2;
7906;10000;2457;1;10;1;
7907;10000;2456;2;10;2;
7908;10000;2455;1;10;1;
7909;10000;2454;2;10;2;
7910;10000;2454;1;10;1;
7911;10000;2453;1;10;1;
7912;10000;2452;1;10;1;
7913;10000;2451;1;10;1;
7914;10000;2450;2;10;2;
7915;10000;2449;1;10;1;
7916;10000;2448;2;10;2;
7917;10000;2447;1;10;1;
7918;10000;2446;1;10;1;
7919;10000;2445;2;10;2;
7920;10000;2444;1;10;1;
7921;10000;2443;1;10;1;
7922;10000;2442;1;10;1;
7923;10000;2441;2;10;2;
7924;10000;2440;1;10;1;
7925;10000;2439;2;10;2;
7926;10000;2438;2;10;2;
7927;10000;2437;1;10;1;
7928;10000;2436;1;10;1;
7929;10000;2435;1;10;1;
7930;10000;2434;1;10;1;
7931;10000;2433;2;10;2;
7932;10000;2432;2;10;2;
7933;10000;2431;1;10;1;
7934;10000;2430;2;10;2;
7935;10000;2429;1;10;1;
7936;10000;2429;1;10;1;
7937;10000;2428;1;10;1;
7938;10000;2427;2;10;2;
7939;10000;2426;2;10;2;
7940;10000;2425;1;10;1;
7941;10000;2424;1;10;1;
7942;10000;2423;2;10;2;
7943;10000;2422;2;10;2;
7944;10000;2421;1;10;1;
7945;10000;2420;1;10;1;
7946;10000;2419;2;10;2;
7947;10000;2418;1;10;1;
7948;10000;2417;1;10;1;
7949;10000;2416;1;10;1;
7950;10000;2415;2;10;2;
7951;10000;2414;1;10;1;
7952;10000;2413;2;10;2;
7953;10000;2412;1;10;1;
7954;10000;2411;1;10;1;
7955;10000;2410;2;10;2;
7956;10000;2409;2;10;2;
7957;10000;2408;1;10;1;
7958;10000;2407;2;10;2;
7959;10000;2406;1;10;1;
7960;10000;2405;1;10;1;
7961;10000;2404;1;10;1;
7962;10000;2403;2;10;2;
7963;10000;2402;2;10;2;
7964;10000;2401;1;10;1;
7965;10000;2400;1;10;1;
7966;10000;2399;2;10;2;
7967;10000;2398;1;10;1;
7968;10000;2397;1;10;1;
7969;10000;2396;2;10;2;
7970;10000;2396;1;10;1;
7971;10000;2395;1;10;1;
7972;10000;2394;1;10;1;
7973;10000;2393;1;10;1;
7974;10000;2392;2;10;2;
7975;10000;2391;2;10;2;
7976;10000;2390;1;10;1;
7977;10000;2389;2;10;2;
7978;10000;2388;2;10;2;
7979;10000;2387;1;10;1;
7980;10000;2386;2;10;2;
7981;10000;2385;2;10;2;
7982;10000;2384;1;10;1;
7983;10000;2383;2;10;2;
7984;10000;2382;2;10;2;
7985;10000;2381;1;10;1;
7986;10000;2380;2;10;2;
7987;10000;2379;1;10;1;
7988;10000;2378;2;10;2;
7989;10000;2377;1;10;1;
7990;10000;2376;1;10;1;
7991;10000;2375;2;10;2;
7992;10000;2374;2;10;2;
7993;10000;2373;1;10;1;
7994;10000;2372;2;10;2;
7995;10000;2371;1;10;1;
7996;10000;2370;1;10;1;
7997;10000;2369;2;10;2;
7998;10000;2368;1;10;1;
7999;10000;2367;1;10;1;
8000;10000;2366;2;10;2;
8001;10000;2365;1;10;1;
8002;10000;2364;2;10;2;
8003;10000;2363;1;10;1;
8004;10000;2362;2;10;2;
8005;10000;2361;1;10;1;
8006;10000;2360;2;10;2;
8007;10000;2360;1;10;1;
8008;10000;2359;1;10;1;
8009;10000;2358;2;10;2;
8010;10000;2357;2;10;2;
8011;10000;2356;1;10;1;
8012;10000;2355;2;10;2;
8013;10000;2354;1;10;1;
8014;10000;2353;1;10;1;
8015;10000;2352;1;10;1;
8016;10000;2351;1;10;1;
8017;10000;2350;1;10;1;
8018;10000;2349;1;10;1;
8019;10000;2348;1;10;1;
8020;10000;2347;2;10;2;
8021;10000;2346;1;10;1;
8022;10000;2345;1;10;1;
8023;10000;2344;2;10;2;
8024;10000;2343;1;10;1;
8025;10000;2342;2;10;2;
8026;10000;2341;2;10;2;
8027;10000;2340;1;10;1;
8028;10000;2339;2;10;2;
8029;10000;2338;2;10;2;
8030;10000;2337;1;10;1;
8031;10000;2336;1;10;1;
8032;10000;2335;2;10;2;
8033;10000;2334;1;10;1;
8034;10000;2333;2;10;2;
8035;10000;2332;1;10;1;
8036;10000;2331;1;10;1;
8037;10000;2330;1;10;1;
8038;10000;2329;2;10;2;
8039;10000;2328;1;10;1;
8040;10000;2327;2;10;2;
8041;10000;2326;2;10;2;
8042;10000;2325;2;10;2;
8043;10000;2324;1;10;1;
8044;10000;2323;1;10;1;
8045;10000;2322;1;10;1;
8046;10000;2321;2;10;2;
8047;10000;2320;1;10;1;
8048;10000;2319;1;10;1;
8049;10000;2318;1;10;1;
8050;10000;2317;1;10;1;
8051;10000;2316;2;10;2;
8052;10000;2315;1;10;1;
8053;10000;2314;1;10;1;
8054;10000;2313;1;10;1;
8055;10000;2312;1;10;1;
8056;10000;2311;1;10;1;
8057;10000;2310;1;10;1;
8058;10000;2309;1;10;1;
8059;10000;2308;2;10;2;
8060;10000;2307;2;10;2;
8061;10000;2306;1;10;1;
8062;10000;2305;2;10;2;
8063;10000;2304;2;10;2;
8064;10000;2303;2;10;2;
8065;10000;2302;1;10;1;
8066;10000;2301;1;10;1;
8067;10000;2300;1;10;1;
8068;10000;2299;2;10;2;
8069;10000;2298;2;10;2;
8070;10000;2297;2;10;2;
8071;10000;2296;2;10;2;
8072;10000;2295;1;10;1;
8073;10000;2294;1;10;1;
8074;10000;2293;1;10;1;
8075;10000;2292;1;10;1;
8076;10000;2291;2;10;2;
8077;10000;2291;1;10;1;
8078;10000;2290;1;10;1;
8079;10000;2289;1;10;1;
8080;10000;2288;1;10;1;
8081;10000;2287;1;10;1;
8082;10000;2286;1;10;1;
8083;10000;2285;1;10;1;
8084;10000;2284;2;10;2;
8085;10000;2283;1;10;1;
8086;10000;2282;2;10;2;
8087;10000;2281;1;10;1;
8088;10000;2280;2;10;2;
8089;10000;2279;1;10;1;
8090;10000;2278;2;10;2;
8091;10000;2277;1;10;1;
8092;10000;2276;2;10;2;
8093;10000;2275;1;10;1;
8094;10000;2274;1;10;1;
8095;10000;2273;1;10;1;
8096;10000;2272;1;10;1;
8097;10000;2271;1;10;1;
8098;10000;2270;1;10;1;
8099;10000;2269;2;10;2;
8100;10000;2268;1;10;1;
8101;10000;2267;1;10;1;
8102;10000;2266;2;10;2;
8103;10000;2265;1;10;1;
8104;10000;2264;1;10;1;
8105;10000;2263;1;10;1;
8106;10000;2262;1;10;1;
8107;10000;2262;1;10;1;
8108;10000;2261;1;10;1;
8109;10000;2260;1;10;1;
8110;10000;2259;1;10;1;
8111;10000;2258;2;10;2;
8112;10000;2257;1;10;1;
8113;10000;2256;2;10;2;
8114;10000;2255;2;10;2;
8115;10000;2254;1;10;1;
8116;10000;2254;1;10;1;
8117;10000;2253;1;10;1;
8118;10000;2252;1;10;1;
8119;10000;2251;2;10;2;
8120;10000;2250;1;10;1;
8121;10000;2249;1;10;1;
8122;10000;2248;1;10;1;
8123;10000;2247;1;10;1;
8124;10000;2246;1;10;1;
8125;10000;2245;2;10;2;
8126;10000;2244;1;10;1;
8127;10000;2243;1;10;1;
8128;10000;2242;1;10;1;
8129;10000;2241;1;10;1;
8130;10000;2241;1;10;1;
8131;10000;2240;1;10;1;
8132;10000;2239;2;10;2;
8133;10000;2238;2;10;2;
8134;10000;2237;2;10;2;
8135;10000;2236;1;10;1;
8136;10000;2235;2;10;2;
8137;10000;2234;1;10;1;
8138;10000;2233;1;10;1;
8139;10000;2232;2;10;2;
8140;10000;2231;2;10;2;
8141;10000;2230;2;10;2;
8142;10000;2229;2;10;2;
8143;10000;2228;1;10;1;
8144;10000;2227;2;10;2;
8145;10000;2226;1;10;1;
8146;10000;2225;2;10;2;
8147;10000;2224;1;10;1;
8148;10000;2223;1;10;1;
8149;10000;2222;1;10;1;
8150;10000;2221;2;10;2;
8151;10000;2220;1;10;1;
8152;10000;2219;1;10;1;
8153;10000;2218;1;10;1;
8154;10000;2217;1;10;1;
8155;10000;2216;2;10;2;
8156;10000;2215;2;10;2;
8157;10000;2214;2;10;2;
8158;10000;2213;2;10;2;
8159;10000;2212;2;10;2;
8160;10000;2211;1;10;1;
8161;10000;2210;1;10;1;
8162;10000;2209;2;10;2;
8163;10000;2208;2;10;2;
8164;10000;2207;1;10;1;
8165;10000;2206;1;10;1;
8166;10000;2205;2;10;2;
8167;10000;2204;1;10;1;
8168;10000;2203;2;10;2;
8169;10000;2202;1;10;1;
8170;10000;2201;1;10;1;
8171;10000;2200;1;10;1;
8172;10000;2199;2;10;2;
8173;10000;2198;2;10;2;
8174;10000;2197;1;10;1;
8175;10000;2196;1;10;1;
8176;10000;2195;1;10;1;
8177;10000;2194;1;10;1;
8178;10000;2193;2;10;2;
8179;10000;2192;1;10;1;
8180;10000;2191;2;10;2;
8181;10000;2190;1;10;1;
8182;10000;2189;2;10;2;
8183;10000;2188;2;10;2;
8184;10000;2187;1;10;1;
8185;10000;2186;2;10;2;
8186;10000;2185;2;10;2;
8187;10000;2184;1;10;1;
8188;10000;2183;2;10;2;
8189;10000;2182;2;10;2;
8190;10000;2181;2;10;2;
8191;10000;2180;1;10;1;
8192;10000;2179;2;10;2;
8193;10000;2178;1;10;1;
8194;10000;2177;1;10;1;
8195;10000;2176;1;10;1;
8196;10000;2175;1;10;1;
8197;10000;2174;2;10;2;
8198;10000;2173;2;10;2;
8199;10000;2172;2;10;2;
8200;10000;2172;1;10;1;
8201;10000;2171;1;10;1;
8202;10000;2170;1;10;1;
8203;10000;2169;1;10;1;
8204;10000;2168;1;10;1;
8205;10000;2167;1;10;1;
8206;10000;2166;2;10;2;
8207;10000;2165;1;10;1;
8208;10000;2164;1;10;1;
8209;10000;2163;2;10;2;
8210;10000;2162;2;10;2;
8211;10000;2161;1;10;1;
8212;10000;2160;2;10;2;
8213;10000;2159;1;10;1;
8214;10000;2158;1;10;1;
8215;10000;2157;2;10;2;
8216;10000;2156;1;10;1;
8217;10000;2155;1;10;1;
8218;10000;2154;2;10;2;
8219;10000;2153;1;10;1;
8220;10000;2152;2;10;2;
8221;10000;2151;2;10;2;
8222;10000;2150;2;10;2;
8223;10000;2149;1;10;1;
8224;10000;2148;2;10;2;
8225;10000;2148;1;10;1;
8226;10000;2147;1;10;1;
8227;10000;2146;1;10;1;
8228;10000;2145;2;10;2;
8229;10000;2144;2;10;2;
8230;10000;2143;1;10;1;
8231;10000;2142;2;10;2;
8232;10000;2141;1;10;1;
8233;10000;2140;1;10;1;
8234;10000;2139;1;10;1;
8235;10000;2138;1;10;1;
8236;10000;2137;1;10;1;
8237;10000;2136;1;10;1;
8238;10000;2135;2;10;2;
8239;10000;2134;1;10;1;
8240;10000;2133;1;10;1;
8241;10000;2132;2;10;2;
8242;10000;2132;1;10;1;
8243;10000;2131;1;10;1;
8244;10000;2130;2;10;2;
8245;10000;2129;2;10;2;
8246;10000;2128;2;10;2;
8247;10000;2127;2;10;2;
8248;10000;2126;2;10;2;
8249;10000;2125;1;10;1;
8250;10000;2124;2;10;2;
8251;10000;2123;1;10;1;
8252;10000;2122;2;10;2;
8253;10000;2121;2;10;2;
8254;10000;2120;2;10;2;
8255;10000;2119;1;10;1;
8256;10000;2118;1;10;1;
8257;10000;2117;1;10;1;
8258;10000;2116;2;10;2;
8259;10000;2115;1;10;1;
8260;10000;2114;2;10;2;
8261;10000;2113;1;10;1;
8262;10000;2112;1;10;1;
8263;10000;2111;1;10;1;
8264;10000;2110;2;10;2;
8265;10000;2109;2;10;2;
8266;10000;2108;2;10;2;
8267;10000;2107;1;10;1;
8268;10000;2106;1;10;1;
8269;10000;2105;1;10;1;
8270;10000;2104;1;10;1;
8271;10000;2103;2;10;2;
8272;10000;2102;2;10;2;
8273;10000;2101;2;10;2;
8274;10000;2100;2;10;2;
8275;10000;2099;1;10;1;
8276;10000;2098;1;10;1;
8277;10000;2097;1;10;1;
8278;10000;2096;1;10;1;
8279;10000;2095;2;10;2;
8280;10000;2094;2;10;2;
8281;10000;2093;1;10;1;
8282;10000;2092;2;10;2;
8283;10000;2091;2;10;2;
8284;10000;2090;1;10;1;
8285;10000;2089;1;10;1;
8286;10000;2088;2;10;2;
8287;10000;2087;2;10;2;
8288;10000;2086;1;10;1;
8289;10000;2085;2;10;2;
8290;10000;2084;2;10;2;
8291;10000;2083;1;10;1;
8292;10000;2082;1;10;1;
8293;10000;2081;2;10;2;
8294;10000;2080;2;10;2;
8295;10000;2079;2;10;2;
8296;10000;2078;1;10;1;
8297;10000;2077;1;10;1;
8298;10000;2076;1;10;1;
8299;10000;2075;2;10;2;
8300;10000;2074;2;10;2;
8301;10000;2073;2;10;2;
8302;10000;2072;2;10;2;
8303;10000;2071;2;10;2;
8304;10000;2070;2;10;2;
8305;10000;2069;1;10;1;
8306;10000;2068;2;10;2;
8307;10000;2068;1;10;1;
8308;10000;2067;1;10;1;
8309;10000;2066;1;10;1;
8310;10000;2065;1;10;1;
8311;10000;2064;1;10;1;
8312;10000;2063;2;10;2;
8313;10000;2062;1;10;1;
8314;10000;2061;2;10;2;
8315;10000;2060;1;10;1;
8316;10000;2059;2;10;2;
8317;10000;2058;1;10;1;
8318;10000;2057;2;10;2;
8319;10000;2056;1;10;1;
8320;10000;2055;2;10;2;
8321;10000;2054;1;10;1;
8322;10000;2053;2;10;2;
8323;10000;2052;1;10;1;
8324;10000;2051;2;10;2;
8325;10000;2050;1;10;1;
8326;10000;2050;1;10;1;
8327;10000;2049;1;10;1;
8328;10000;2048;1;10;1;
8329;10000;2047;1;10;1;
8330;10000;2046;1;10;1;
8331;10000;2045;2;10;2;
8332;10000;2044;2;10;2;
8333;10000;2043;2;10;2;
8334;10000;2042;1;10;1;
8335;10000;2042;1;10;1;
8336;10000;2041;1;10;1;
8337;10000;2040;2;10;2;
8338;10000;2039;1;10;1;
8339;10000;2038;1;10;1;
8340;10000;2037;1;10;1;
8341;10000;2036;2;10;2;
8342;10000;2035;2;10;2;
8343;10000;2034;2;10;2;
8344;10000;2033;2;10;2;
8345;10000;2032;1;10;1;
8346;10000;2031;1;10;1;
8347;10000;2030;1;10;1;
8348;10000;2029;2;10;2;
8349;10000;2029;1;10;1;
8350;10000;2028;1;10;1;
8351;10000;2027;2;10;2;
8352;10000;2026;1;10;1;
8353;10000;2025;1;10;1;
8354;10000;2024;2;10;2;
8355;10000;2023;2;10;2;
8356;10000;2022;1;10;1;
8357;10000;2021;2;10;2;
8358;10000;2020;1;10;1;
8359;10000;2019;2;10;2;
8360;10000;2018;2;10;2;
8361;10000;2017;2;10;2;
8362;10000;2016;1;10;1;
8363;10000;2015;2;10;2;
8364;10000;2014;2;10;2;
8365;10000;2013;1;10;1;
8366;10000;2012;1;10;1;
8367;10000;2011;2;10;2;
8368;10000;2010;1;10;1;
8369;10000;2009;2;10;2;
8370;10000;2008;2;10;2;
8371;10000;2007;1;10;1;
8372;10000;2006;2;10;2;
8373;10000;2005;2;10;2;
8374;10000;2004;1;10;1;
8375;10000;2003;1;10;1;
8376;10000;2002;2;10;2;
8377;10000;2001;1;10;1;
8378;10000;2000;2;10;2;
8379;10000;1999;2;10;2;
8380;10000;1998;1;10;1;
8381;10000;1997;2;10;2;
8382;10000;1996;2;10;2;
8383;10000;1995;2;10;2;
8384;10000;1994;1;10;1;
8385;10000;1993;2;10;2;
8386;10000;1992;1;10;1;
8387;10000;1991;1;10;1;
8388;10000;1990;1;10;1;
8389;10000;1989;2;10;2;
8390;10000;1988;2;10;2;
8391;10000;1987;1;10;1;
8392;10000;1986;2;10;2;
8393;10000;1985;1;10;1;
8394;10000;1984;2;10;2;
8395;10000;1983;2;10;2;
8396;10000;1982;1;10;1;
8397;10000;1981;2;10;2;
8398;10000;1980;2;10;2;
8399;10000;1979;2;10;2;
8400;10000;1978;2;10;2;
8401;10000;1977;2;10;2;
8402;10000;1976;2;10;2;
8403;10000;1975;1;10;1;
8404;10000;1974;1;10;1;
8405;10000;1973;1;10;1;
8406;10000;1972;2;10;2;
8407;10000;1971;1;10;1;
8408;10000;1970;1;10;1;
8409;10000;1969;1;10;1;
8410;10000;1968;1;10;1;
8411;10000;1967;1;10;1;
8412;10000;1966;1;10;1;
8413;10000;1965;2;10;2;
8414;10000;1964;1;10;1;
8415;10000;1963;1;10;1;
8416;10000;1962;1;10;1;
8417;10000;1961;2;10;2;
8418;10000;1960;1;10;1;
8419;10000;1959;2;10;2;
8420;10000;1958;1;10;1;
8421;10000;1957;1;10;1;
